	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)	(16)	(17)	(18)	(19)	(20)	(21)	(22)	(23)	(24)
VARIABLES	fig3_panelA	fig3_panelB	fig3_panelC	fig3_panelD	text_1930_farm_low	text_1930_farm_med	text_1930_farm_high	text_1930_val_low	text_1930_val_med	text_1930_val_high	text_1930_val_tot	fig3_rev	text_ratio_pdv_h	text_ratio_pdv_m	text_ratio_pdv_hm	t2_landvalue_a	text_tot_cost	t2_landvalue_b	text_1930_farm_low	text_1930_farm_med	text_1930_farm_high	text_1930_val_low	text_1930_val_med	text_1930_val_high
																								
		(0.0000121323)	(0.0000439192)	(0.0000349787)								(0.000)				(0.000)								
control_avsize_1982		-0.0000727000	-0.0001114780	-0.0000689172								-0.000				-0.000								
		(0.0000121323)	(0.0000439192)	(0.0000349787)								(0.000)				(0.000)								
control_avsize_1987		-0.0000887251	-0.0000462709	0.0000096948								-0.000				0.000								
		(0.0000121323)	(0.0000439192)	(0.0000349787)								(0.000)				(0.000)								
control_avsize_1992		-0.0000687792	-0.0000458848	0.0000061684								-0.000				0.000								
		(0.0000121323)	(0.0000439192)	(0.0000349787)								(0.000)				(0.000)								
o.control_avsize_1997		-	-	-								-				-								
																								
control_corn_a_c_1910		0.3967935126	0.2355199109	-0.0000000000																				
		(0.1482521880)	(0.2690789193)	(0.2212957570)																				
control_corn_a_c_1920		0.7605212132	-0.6458195888	-0.0000000000																				
		(0.1482521880)	(0.2690789193)	(0.2212957570)																				
