wgname,month,ttlmsgs,intlmsgs,msgcom,msgnet,msgorg,msgedu,msggov,msgcctld,msgoth,usrcom,usrnet,usrorg,usredu,usrgov,usrcctld,usroth,aflcom,aflnet,aflorg,afledu,aflgov,aflcctld,afloth
"adslmib","Apr2002","12","1","7","5","","","","","","4","1","","","","","","4","1","","","","",""
"adslmib","May2002","6","","5","1","","","","","","5","1","","","","","","5","1","","","","",""
"adslmib","Jun2002","15","","10","5","","","","","","3","1","","","","","","3","1","","","","",""
"adslmib","Jul2002","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"adslmib","Aug2002","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"adslmib","Sep2002","9","","5","4","","","","","","2","1","","","","","","2","1","","","","",""
"adslmib","Oct2002","11","1","11","","","","","","","5","","","","","","","5","","","","","",""
"adslmib","Nov2002","31","5","31","","","","","","","8","","","","","","","7","","","","","",""
"adslmib","Dec2002","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"adslmib","Jan2003","7","","7","","","","","","","3","","","","","","","3","","","","","",""
"adslmib","Feb2003","3","","3","","","","","","","3","","","","","","","3","","","","","",""
"adslmib","Mar2003","10","","10","","","","","","","7","","","","","","","7","","","","","",""
"adslmib","Apr2003","21","","21","","","","","","","5","","","","","","","5","","","","","",""
"adslmib","May2003","6","","6","","","","","","","4","","","","","","","4","","","","","",""
"adslmib","Jun2003","31","2","31","","","","","","","10","","","","","","","9","","","","","",""
"adslmib","Jul2003","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"adslmib","Aug2003","2","","2","","","","","","","2","","","","","","","2","","","","","",""
"adslmib","Sep2003","7","","7","","","","","","","3","","","","","","","3","","","","","",""
"adslmib","Oct2003","4","","4","","","","","","","3","","","","","","","3","","","","","",""
"adslmib","Nov2003","4","","4","","","","","","","3","","","","","","","3","","","","","",""
"adslmib","Dec2003","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"adslmib","Jan2004","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"adslmib","Feb2004","10","1","8","2","","","","","","4","1","","","","","","4","1","","","","",""
"adslmib","Mar2004","24","","23","1","","","","","","7","1","","","","","","7","1","","","","",""
"adslmib","Apr2004","9","","9","","","","","","","6","","","","","","","6","","","","","",""
"adslmib","May2004","3","","3","","","","","","","3","","","","","","","3","","","","","",""
"aft","Jan1998","2","","2","","","","","","","2","","","","","","","2","","","","","",""
"aft","Feb1998","9","","9","","","","","","","5","","","","","","","5","","","","","",""
"aft","Mar1998","16","","14","2","","","","","","5","1","","","","","","5","1","","","","",""
"aft","Jun1998","6","","6","","","","","","","5","","","","","","","4","","","","","",""
"aft","Aug1998","2","","2","","","","","","","2","","","","","","","2","","","","","",""
"aft","Oct1998","4","","3","","1","","","","","3","","1","","","","","3","","1","","","",""
"aft","Nov1998","7","","6","","1","","","","","3","","1","","","","","3","","1","","","",""
"aft","Jan1999","1","1","","","1","","","","","","","1","","","","","","","1","","","",""
"aft","Jun1999","3","","3","","","","","","","2","","","","","","","2","","","","","",""
"aft","Aug1999","11","4","10","","","","","1","","4","","","","","1","","4","","","","","1",""
"aft","Sep1999","16","3","14","","","1","1","","","7","","","1","1","","","6","","","1","1","",""
"aft","Oct1999","4","","4","","","","","","","2","","","","","","","2","","","","","",""
"aft","Nov1999","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"aft","Dec1999","1","1","","","","","","1","","","","","","","1","","","","","","","1",""
"aft","Jan2000","16","4","12","","","","","4","","4","","","","","1","","4","","","","","1",""
"aft","Feb2000","10","5","5","","","","","5","","2","","","","","1","","2","","","","","1",""
"aft","Jun2000","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"aft","Jul2000","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"aft","Aug2000","3","","3","","","","","","","2","","","","","","","2","","","","","",""
"agentx","Nov1995","35","1","22","1","","2","10","","","7","1","","2","2","","","7","1","","2","2","",""
"agentx","Dec1995","38","3","33","","","3","2","","","10","","","2","1","","","10","","","2","1","",""
"agentx","Jan1996","77","1","77","","","","","","","17","","","","","","","15","","","","","",""
"agentx","Feb1996","7","","7","","","","","","","3","","","","","","","3","","","","","",""
"agentx","Mar1996","121","3","113","3","","3","1","1","","18","1","","1","1","1","","15","1","","1","1","1",""
"agentx","Apr1996","5","","4","","","","","","1","4","","","","","","1","4","","","","","","1"
"agentx","May1996","5","","5","","","","","","","4","","","","","","","4","","","","","",""
"agentx","Jun1996","25","5","20","1","","4","","","","10","1","","1","","","","10","1","","1","","",""
"agentx","Jul1996","10","3","8","","","2","","","","5","","","1","","","","5","","","1","","",""
"agentx","Aug1996","14","1","13","","","1","","","","6","","","1","","","","6","","","1","","",""
"agentx","Sep1996","53","1","52","","","","","1","","10","","","","","1","","10","","","","","1",""
"agentx","Oct1996","4","","4","","","","","","","3","","","","","","","3","","","","","",""
"agentx","Nov1996","17","","17","","","","","","","8","","","","","","","8","","","","","",""
"agentx","Dec1996","29","3","26","","","3","","","","8","","","1","","","","7","","","1","","",""
"agentx","Jan1997","28","","28","","","","","","","11","","","","","","","9","","","","","",""
"agentx","Feb1997","2","","2","","","","","","","2","","","","","","","2","","","","","",""
"agentx","Mar1997","3","","3","","","","","","","3","","","","","","","3","","","","","",""
"agentx","Apr1997","13","","12","","","1","","","","5","","","1","","","","3","","","1","","",""
"agentx","May1997","3","","3","","","","","","","1","","","","","","","1","","","","","",""
"agentx","Jun1997","2","","2","","","","","","","2","","","","","","","2","","","","","",""
"agentx","Jul1997","21","","21","","","","","","","5","","","","","","","5","","","","","",""
"agentx","Sep1997","5","","5","","","","","","","3","","","","","","","3","","","","","",""
"agentx","Oct1997","9","","9","","","","","","","5","","","","","","","4","","","","","",""
"agentx","Nov1997","11","","11","","","","","","","4","","","","","","","4","","","","","",""
"agentx","Dec1997","13","","13","","","","","","","4","","","","","","","4","","","","","",""
"agentx","Jan1998","7","","6","","","1","","","","5","","","1","","","","4","","","1","","",""
"agentx","Feb1998","3","","2","","","1","","","","2","","","1","","","","2","","","1","","",""
"agentx","Mar1998","33","4","27","","","6","","","","8","","","2","","","","8","","","2","","",""
"agentx","Apr1998","12","4","8","","","4","","","","4","","","1","","","","4","","","1","","",""
"agentx","May1998","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"agentx","Jun1998","9","","6","","","3","","","","3","","","2","","","","3","","","2","","",""
"agentx","Jul1998","10","1","8","1","","","","1","","5","1","","","","1","","5","1","","","","1",""
"agentx","Aug1998","91","9","79","2","","8","","2","","12","1","","2","","1","","11","1","","2","","1",""
"agentx","Sep1998","15","","12","","","3","","","","5","","","1","","","","4","","","1","","",""
"agentx","Oct1998","4","","3","1","","","","","","2","1","","","","","","1","1","","","","",""
"agentx","Nov1998","13","1","13","","","","","","","8","","","","","","","6","","","","","",""
"agentx","Jan1999","4","","3","","","1","","","","3","","","1","","","","3","","","1","","",""
"agentx","Feb1999","13","","11","1","1","","","","","5","1","1","","","","","4","1","1","","","",""
"agentx","Mar1999","14","","14","","","","","","","5","","","","","","","4","","","","","",""
"agentx","May1999","9","2","7","1","","1","","","","6","1","","1","","","","6","1","","1","","",""
"agentx","Jun1999","3","","2","","","1","","","","2","","","1","","","","2","","","1","","",""
"agentx","Jul1999","10","","10","","","","","","","4","","","","","","","4","","","","","",""
"agentx","Aug1999","25","1","23","","","2","","","","9","","","2","","","","8","","","2","","",""
"agentx","Sep1999","16","1","14","1","","1","","","","5","1","","1","","","","5","1","","1","","",""
"agentx","Oct1999","8","1","8","","","","","","","7","","","","","","","6","","","","","",""
"agentx","Dec1999","4","1","3","","","1","","","","3","","","1","","","","3","","","1","","",""
"agentx","Jan2000","2","","2","","","","","","","2","","","","","","","2","","","","","",""
"agentx","Feb2000","7","4","3","","","4","","","","2","","","2","","","","2","","","2","","",""
"agentx","Mar2000","11","3","5","","","6","","","","5","","","3","","","","5","","","3","","",""
"agentx","May2000","3","","3","","","","","","","3","","","","","","","3","","","","","",""
"agentx","Jul2000","6","","6","","","","","","","6","","","","","","","6","","","","","",""
"agentx","Aug2000","16","","16","","","","","","","6","","","","","","","6","","","","","",""
"agentx","Sep2000","3","","2","","","1","","","","1","","","1","","","","1","","","1","","",""
"agentx","Dec2000","3","1","2","","","","","1","","1","","","","","1","","1","","","","","1",""
"agentx","Feb2001","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"agentx","Apr2001","31","8","19","4","","6","","2","","7","1","","2","","1","","6","1","","2","","1",""
"agentx","May2001","2","","2","","","","","","","2","","","","","","","2","","","","","",""
"agentx","Jul2001","6","2","4","","","","","2","","2","","","","","2","","2","","","","","2",""
"agentx","Sep2001","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"agentx","Oct2001","5","","5","","","","","","","3","","","","","","","2","","","","","",""
"agentx","Nov2001","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"agentx","Dec2001","3","","3","","","","","","","2","","","","","","","2","","","","","",""
"agentx","Feb2002","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"agentx","Mar2002","14","","10","2","2","","","","","4","1","1","","","","","2","1","1","","","",""
"agentx","Apr2002","5","1","1","1","2","1","","","","1","1","1","1","","","","1","1","1","1","","",""
"agentx","May2002","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"agentx","Aug2002","7","","6","","1","","","","","4","","1","","","","","4","","1","","","",""
"agentx","Sep2002","17","2","12","","3","2","","","","6","","1","1","","","","6","","1","1","","",""
"agentx","Oct2002","6","","6","","","","","","","3","","","","","","","3","","","","","",""
"agentx","Nov2002","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"agentx","Dec2002","4","1","3","","","","","1","","2","","","","","1","","2","","","","","1",""
"agentx","Jun2003","3","","","2","1","","","","","","1","1","","","","","","1","1","","","",""
"agentx","Jan2004","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"agentx","May2004","1","","","1","","","","","","","1","","","","","","","1","","","","",""
"apex","Feb2001","17","3","4","","2","5","6","","","3","","1","3","1","","","3","","1","2","1","",""
"apex","Mar2001","2","","","","","","2","","","","","","","1","","","","","","","1","",""
"apex","May2001","38","","16","2","5","3","12","","","5","1","1","1","1","","","5","1","1","1","1","",""
"apex","Jun2001","33","","14","1","4","2","12","","","4","1","1","1","2","","","4","1","1","1","1","",""
"apex","Jul2001","15","","8","","4","","3","","","2","","1","","1","","","2","","1","","1","",""
"apex","Aug2001","1","","","","","","1","","","","","","","1","","","","","","","1","",""
"apex","Sep2001","8","1","3","","1","","3","1","","2","","1","","1","1","","2","","1","","1","1",""
"apex","Oct2001","5","","2","","","","3","","","2","","","","1","","","2","","","","1","",""
"apex","Dec2001","13","","6","","1","","6","","","3","","1","","2","","","3","","1","","1","",""
"apex","Jan2002","13","","6","","2","","5","","","3","","1","","2","","","3","","1","","1","",""
"apex","Feb2002","7","","1","","1","","5","","","1","","1","","1","","","1","","1","","1","",""
"apex","Mar2002","6","","2","","3","","1","","","2","","1","","1","","","2","","1","","1","",""
"apex","May2002","4","","1","","","","3","","","1","","","","1","","","1","","","","1","",""
"apex","Jun2002","2","","","","","","2","","","","","","","1","","","","","","","1","",""
"apex","Jul2002","11","","6","","1","","4","","","4","","1","","1","","","4","","1","","1","",""
"apex","Aug2002","2","","","","1","","1","","","","","1","","1","","","","","1","","1","",""
"apex","Oct2002","1","","1","","","","","","","1","","","","","","","1","","","","","",""
"apex","Nov2002","3","","1","","","","2","","","1","","","","1","","","1","","","","1","",""
"apex","Jan2003","2","","1","","1","","","","","1","","1","","","","","1","","1","","","",""
"apex","Feb2003","1","","","","","","1","","","","","","","1","","","","","","","1","",""
"appleip","Jan1992","10","","6","","","4","","","","6","","","4","","","","6","","","4","","",""
"appleip","Feb1992","32","3","23","","","6","","3","","10","","","5","","1","","7","","","3","","1",""
"appleip","Mar1992","23","7","13","","","3","","6","1","7","","","3","","1","1","6","","","3","","1","1"
"appleip","Apr1992","22","5","12","3","","3","","4","","8","2","","2","","1","","5","1","","2","","1",""
"appleip","May1992","8","1","6","","","2","","","","4","","","2","","","","3","","","2","","",""
"appleip","Jun1992","9","1","6","","","2","","1","","5","","","2","","1","","5","","","2","","1",""
"appleip","Jul1992","40","7","28","","","6","","6","","13","","","4","","1","","9","","","4","","1",""
"appleip","Aug1992","16","","10","","","6","","","","6","","","2","","","","5","","","1","","",""
"appleip","Sep1992","23","2","16","","","5","","2","","5","","","2","","1","","4","","","1","","1",""
"appleip","Oct1992","10","","9","","","1","","","","5","","","1","","","","5","","","1","","",""
"appleip","Nov1992","54","4","30","","","20","","4","","14","","","3","","1","","11","","","2","","1",""
